,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
96,PETERSBURG MEDICAL CENTER,PETERSBURG MEDICAL CENTER - Home,https://www.pmcak.org/,"none found 
","Med School Welcomes New Population Health, Finance Leaders ...",https://med.ucf.edu/news/med-school-welcomes-new-population-health-finance-leaders/,"unusual behavior notice 
","The Role of Public Health and Health Systems, Facilities, and ...",https://www.ruralhealthinfo.org/toolkits/emergency-preparedness/3/public-health-and-health-systems,"unusual behavior notice 
"
97,SEARHC WRANGELL MEDICAL CENTER-CAH,Wrangell Medical Center – SouthEast Alaska Regional Health ...,https://searhc.org/location/wrangell-medical-center/,"none found 
",Critical Access Hospitals | Fact Sheets,https://www.ihs.gov/newsroom/factsheets/critical-access-hospitals/,"none found 
",SEARHC: SouthEast Alaska Regional Health Consortium,https://searhc.org/,"none found 
"
98,PROVIDENCE KODIAK ISLAND MEDICAL CTR,About Providence in Alaska | Providence,https://www.providence.org/about/alaska,"unusual behavior notice 
",AHA Names 2023 Rural Hospital Leadership Team Award Winner ...,https://www.aha.org/press-releases/2023-12-20-aha-names-rural-hospital-leadership-team-award-winner-and-finalists,"unusual behavior notice 
",Providence Kodiak Island Medical Center,https://www.providence.org/-/media/Project/psjh/providence/socal/Files/about/community-benefit/reports/2020-22-chip---providence-kodiak-island.pdf,"none found 
"
99,CORDOVA COMMUNITY MEDICAL CENTER,Cordova Community Medical Center,https://www.cdvcmc.com/wp-content/uploads/2017/05/Cordova-CHNA-Survey-Findings-3.pdf,"none found 
",Pharmacy Alumni on the Front Lines – DISCOVER – UW–Madison,https://discoverx.pharmacy.wisc.edu/alumni-covid-19-experiences/,"none found 
",Appendix A,https://www.cdvcmc.com/wp-content/uploads/2020/01/Cordova-2013-CHNA-and-Community-Benefit-Plan-Summary-FINAL-9-27-13-3.pdf,"none found 
"
100,NORTON SOUND REGIONAL HOSPITAL,Organization – Norton Sound Health Corporation,https://www.nortonsoundhealth.org/about-us/organization/,"none found 
",Hearing Norton Sound: mixed methods protocol of a community ...,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6347925/,"unusual behavior notice 
",Norton Sound Regional Hospital – Norton Sound Health Corporation,https://www.nortonsoundhealth.org/locations/norton-sound-regional-hospital/,"none found 
"
101,KANAKANAK HOSPITAL,Healthy Me in 2023 - A Population Health & Wellness Initiative ...,http://bbahc.org/index.asp?SEC=8A76256B-9F25-49CE-9907-4F2256459D71&DE=E1C7BF41-405B-435B-B4EC-FC2EB8F71D4F,"unusual behavior notice 
",Alaska Area | Indian Health Service (IHS),https://www.ihs.gov/alaska/,"none found 
",Bristol Bay Area Health Corporation,https://bbahc.org/,"none found 
"
102,MANIILAQ HEALTH CENTER,HEALTH SERVICES | Maniilaq Association,https://www.maniilaq.org/health/,"unusual behavior notice 
",Rural Health Leadership Fellowship,https://www.massgeneral.org/medicine/internal-medicine/education/rural-health-leadership-fellowship,"unusual behavior notice 
",ADMINISTRATION | Maniilaq Association,https://www.maniilaq.org/administration/,"unusual behavior notice 
"
103,KETCHIKAN MEDICAL CENTER,Role of Hospitals: PeaceHealth Ketchikan Medical Center | AHA,https://www.aha.org/role-hospitals-peacehealth-ketchikan-medical-center,"unusual behavior notice 
",PeaceHealth Ketchikan Medical Center | PeaceHealth,https://www.peacehealth.org/hospitals/peacehealth-ketchikan-medical-center,"none found 
",Telling the Hospital Story: Ensuring Equitable Access to Care | AHA,https://www.aha.org/telling-hospital-story-ensuring-equitable-access-care,"none found 
"
104,SAMUEL SIMMONDS MEMORIAL HOSPITAL,History - Arctic Slope Native Association,https://arcticslope.org/about/history/,"unusual behavior notice 
",Home - Dental Directory | Indian Health Service,https://www.ihs.gov/dentaldir/index.cfm?fuseaction=OutsideDirectory.displayfacility&fac_id=181&area=2&su=11,"none found 
",Leadership - Arctic Slope Native Association,https://arcticslope.org/about/leadership/,"unusual behavior notice 
"
105,SOUTH PENINSULA HOSPITAL,Local Public Health System Assessment,https://www.sphosp.org/wp-content/uploads/2017/08/LPHA_7.3.16.pdf,"none found 
",South Peninsula Hospital Jobs,https://jobs.sphosp.org/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,2023 Local Public Health Assessment - MAPP of the Southern Kenai ...,https://www.sphosp.org/wp-content/uploads/2023/06/MAPP_PublicHealth_Final6.23-5.pdf,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
106,MT EDGECUMBE HOSPITAL,About Us – SouthEast Alaska Regional Health Consortium – SEARHC,https://searhc.org/about/,"none found 
",Critical Access Hospitals | Fact Sheets,https://www.ihs.gov/newsroom/factsheets/critical-access-hospitals/,"none found 
",SEARHC: SouthEast Alaska Regional Health Consortium,https://searhc.org/,"none found 
"
107,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,"Michael Kupferman, MD, MBA",https://www.bannerhealth.com/about/leadership/other-senior-leadership/michael-kupferman,"Michael Kupferman MD MBA, senior vice president of physician enterprise and president of Banner - University Medicine Division 
",Banner University Medicine Begins New Era in Academic Medicine ...,https://phoenixmed.arizona.edu/about/news/banner-university-medicine-begins-new-era-academic-medicine,"unusual behavior notice 
",2019 Community Health Needs Assessment,https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2019/arizona/banner-university-phoenix_-2019-chna-report.ashx,"none found 
"
